phi_deg;plano_z;Line_A_y;Line_B_z;Line_C;YB;ZB;KN;SZ;S;Volumen_Calculado;Volumen_Error_%;GZ_5.0;GZ_lin_5.0;Error_Lin_5.0_%;GZ_5.15;GZ_lin_5.15;Error_Lin_5.15_%;GZ_5.3;GZ_lin_5.3;Error_Lin_5.3_%
15,0;4,441066755905247;0,25881904510252074;0,9659258262890683;-4,441066755905247;-1,2800139742305268;3,0524170415473026;2,02642221966811;0,47350794905298565;1080,4181666713669;2281,7440000000006;1,992981468939829e-14;0,7323269941555064;0,7529189783936738;2,8118565070666808;0,6935041373901282;0,7136490702238013;2,90480355452309;0,6546812806247502;0,674379162053929;3,0087741947320548
15,5;4,423704710478019;0,26723837607825685;0,963630453208623;-4,423704710478019;-1,3210628857560172;3,063608228848232;2,0917301153355483;0,48829985886600724;1080,0620705047531;2281,744;0,0;0,7555382349442641;0,7780162776734629;2,9751032693741895;0,7154524785325255;0,7374373725645947;3,0728657306719787;0,6753667221207871;0,6968584674557267;3,1822333898020894
16,0;4,40577883410917;0,27563735581699916;0,9612616959383189;-4,40577883410917;-1,3619661785497548;3,0751441127600634;2,156830510600764;0,503006375698769;1079,7287447693348;2281,7439999999997;1,992981468939829e-14;0,7786437315157682;0,8031135769532521;3,142624084297075;0,7372981281432183;0,7612256749053882;3,245301438975312;0,6959525247706685;0,7193377728575243;3,360178640714289
16,5;4,387289835570456;0,28401534470392265;0,958819734868193;-4,387289835570456;-1,4027206533613452;3,087022922331012;2,2217181243448167;0,5176260561212809;1079,4292297768734;2281,7440000000006;1,992981468939829e-14;0,8016414008252035;0,8282108762330412;3,3143841349121064;0,759039099119615;0,7850139772461815;3,422073797870747;0,7164367974140268;0,741817078259322;3,5425708083260288
17,0;4,36824294127731;0,29237170472273677;0,9563047559630354;-4,36824294127731;-1,4433200320772335;3,0992419077829925;2,2863844509788396;0,532154222642419;1079,1805836886674;2281,7439999999997;1,992981468939829e-14;0,8245259273651557;0,8533081755128304;3,4907632607322476;0,7806701716567451;0,8088022795869749;3,603584324289936;0,7368144159483347;0,7642963836611197;3,7298357792597834
17,5;4,348635754588469;0,3007057995042731;0,9537169507482269;-4,348635754588469;-1,4837551662321977;3,1117973045121428;2,3508179491444663;0,5465831521188276;1078,9524870111825;2281,7439999999997;1,992981468939829e-14;0,8472889516231007;0,8784054747926194;3,672480693854284;0,8021830816974596;0,8325905819277682;3,7905935595107416;0,7570772117718187;0,7867756890629172;3,922780507630637
18,0;4,328466759908354;0,3090169943749474;0,9510565162951535;-4,328466759908354;-1,5240249511941284;3,124687724157184;2,4150154697089268;0,5609135034592425;1078,75374058413;2281,744;0,0;0,86993049783419;0,9035027740724086;3,859190627504314;0,8235779486779478;0,8563788842685616;3,9827360170664674;0,7772253995217058;0,8092549944647149;4,121017527569191
18,5;4,307736786746114;0,31730465640509214;0,9483236552061993;-4,307736786746114;-1,5641352247901257;3,1379140752889487;2,4789811810980042;0,5751532426674513;1078,5841820290348;2281,744;0,0;0,8924578990725434;0,9286000733521977;4,049734370351129;0,8448622006117794;0,880167186609355;4,178786312372672;0,7972665021510158;0,8317342998665126;4,323246696368539
19,0;4,28644370138049;0,3255681544571567;0,9455185755993168;-4,28644370138049;-1,6040840783944774;3,151474844686604;2,542711141947861;0,589302215204921;1078,4315608295087;2281,7440000000006;1,992981468939829e-14;0,9148703696620777;0,953697372631987;4,243989559335128;0,8660351464935041;0,9039554889501484;4,378614725993544;0,8171999233249307;0,8542136052683102;4,529330080304268
19,5;4,264584606697942;0,3338068592337709;0,9426414910921784;-4,264584606697942;-1,643867913713062;3,165367947883857;2,6061996343434264;0,6033584789408009;1078,3076975990416;2281,7439999999997;1,992981468939829e-14;0,9371653381745717;0,9787946719117759;4,442047954770781;0,8870943092895061;0,9277437912909416;4,582317976314456;0,8370232804044405;0,8766929106701078;4,739370002528406
